comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
,,,FI,"DC0520.10: Ou par dieu vous yres dehors,",B,DC0520: Quelque yvrongne de par le monde,,41,,,,,,,None,,,43,,,,,,T,"Jun 23, 2012 6:19 PM",,,"Holscher, Joshua",B,None,,,None,,,None,B
None,None,None,None,"DC0520.10: Ou par dieu vous yres dehors,",None,DC0520: Quelque yvrongne de par le monde,None,42,None,None,None,None,None,None,None,None,None,42,None,None,S,None,None,None,"Jun 23, 2012 6:19 PM",None,None,"Holscher, Joshua",None,None,None,Ct,None,None,None,None,None
None,None,None,None,"DC0520.10: Ou par dieu vous yres dehors,",None,DC0520: Quelque yvrongne de par le monde,None,41,None,None,None,None,None,None,None,None,None,42,None,None,None,None,None,None,"Jun 23, 2012 6:18 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
,,,,"DC0520.9: Tout beau paix la laissez moy dire,",,DC0520: Quelque yvrongne de par le monde,,40,,T,Displaced,,,,C,,,41,,B,,,,,"Jul 16, 2012 6:56 PM",,,"Herdman, Jessica",,None,,,Authentic,,,None,
,,,,"DC0520.9: Tout beau paix la laissez moy dire,",,DC0520: Quelque yvrongne de par le monde,,40,,T,Displaced,,,,C,,,41,,B,,,,,"Jun 23, 2012 6:18 PM",,,"Holscher, Joshua",,Text Overlap,,,Authentic,,,None,
None,None,None,None,"DC0520.9: Tout beau paix la laissez moy dire,",None,DC0520: Quelque yvrongne de par le monde,None,36,None,None,None,None,None,None,None,None,None,37,None,None,None,None,None,None,"Jun 23, 2012 6:17 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"DC0520.9: Tout beau paix la laissez moy dire,",None,DC0520: Quelque yvrongne de par le monde,None,36,None,None,None,None,None,None,None,None,None,38,None,None,None,None,None,None,"Jun 23, 2012 6:17 PM",None,None,"Holscher, Joshua",None,Text Declamation,None,None,None,None,None,None,None
,"Invertible Counterpoint, Stretto Fuga",,PEn,"DC0520.8: Tout rempli de couroux, et d’ire,",B,DC0520: Quelque yvrongne de par le monde,,33,,,,,,,None,,,37,,,,S,S,Ct,"Jul 16, 2012 6:55 PM",,,"Herdman, Jessica",B,None,,,None,S,,None,B
None,None,None,None,"DC0520.8: Tout rempli de couroux, et d’ire,",None,DC0520: Quelque yvrongne de par le monde,None,35,None,None,None,None,None,None,None,None,None,37,None,None,None,None,None,None,"Jun 23, 2012 6:17 PM",None,None,"Holscher, Joshua",None,None,None,None,NoCadence,None,None,None,None
None,None,None,FI,"DC0520.8: Tout rempli de couroux, et d’ire,",None,DC0520: Quelque yvrongne de par le monde,None,34,None,None,None,T,None,None,None,None,None,37,None,None,None,None,None,S,"Jun 23, 2012 6:16 PM",None,None,"Holscher, Joshua",T,None,None,None,None,None,None,None,T
,"Invertible Counterpoint, Stretto Fuga",,PEn,"DC0520.8: Tout rempli de couroux, et d’ire,",B,DC0520: Quelque yvrongne de par le monde,,33,,,,,,,None,,,36,,,,S,S,Ct,"Jun 23, 2012 6:16 PM",,,"Holscher, Joshua",B,None,,,None,S,,None,B
None,None,None,None,"DC0520.8: Tout rempli de couroux, et d’ire,",None,DC0520: Quelque yvrongne de par le monde,None,33,None,None,None,None,None,None,None,None,None,34,None,None,None,None,None,None,"Jun 23, 2012 6:15 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
,,,,DC0520.7: Lors dict le prescheur en criant,,DC0520: Quelque yvrongne de par le monde,,33,,S,,,,,G,,,35,,T,,,,,"Jul 16, 2012 6:54 PM",,,"Herdman, Jessica",,None,,,Authentic,,,None,
None,None,None,FI,DC0520.7: Lors dict le prescheur en criant,None,DC0520: Quelque yvrongne de par le monde,None,32,None,None,None,T,None,None,None,None,None,34,None,None,None,None,None,B,"Jul 16, 2012 6:53 PM",None,None,"Herdman, Jessica",None,None,None,None,None,T,None,None,T
,Invertible Counterpoint,,ID,DC0520.7: Lors dict le prescheur en criant,B,DC0520: Quelque yvrongne de par le monde,,29,,,,S,,,None,,,32,,,,,Ct,T,"Jul 16, 2012 6:53 PM",,,"Herdman, Jessica",B,None,,,None,S,S,None,B
,,,,DC0520.7: Lors dict le prescheur en criant,,DC0520: Quelque yvrongne de par le monde,,33,,S,,,,,G,,,35,,T,,,,,"Jun 23, 2012 6:14 PM",,,"Holscher, Joshua",,None,,,Authentic,,,None,
None,None,None,FI,DC0520.7: Lors dict le prescheur en criant,None,DC0520: Quelque yvrongne de par le monde,None,32,None,None,None,T,None,None,None,None,None,33,None,None,None,None,None,B,"Jun 23, 2012 6:13 PM",None,None,"Holscher, Joshua",None,None,None,None,None,T,None,None,T
None,None,S,None,DC0520.7: Lors dict le prescheur en criant,None,DC0520: Quelque yvrongne de par le monde,None,31,Ct,None,None,None,None,None,None,None,None,31,None,None,None,None,None,None,"Jun 23, 2012 6:13 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
,Invertible Counterpoint,,ID,DC0520.7: Lors dict le prescheur en criant,B,DC0520: Quelque yvrongne de par le monde,,28,,,,S,,,None,,,32,,,,,Ct,T,"Jun 23, 2012 6:12 PM",,,"Holscher, Joshua",B,None,,,None,S,S,None,B
None,None,None,None,DC0520.7: Lors dict le prescheur en criant,None,DC0520: Quelque yvrongne de par le monde,None,28,None,None,None,None,None,None,None,None,None,29,None,None,None,None,None,None,"Jun 23, 2012 6:11 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
,,,,"DC0520.6: Dirent les femmes en riant,",,DC0520: Quelque yvrongne de par le monde,,28,,Ct,"Displaced, Inverted",,,,G,,,29,,S,,,,,"Jul 16, 2012 6:52 PM",,,"Herdman, Jessica",,None,,,Authentic,,,None,
None,None,None,None,"DC0520.6: Dirent les femmes en riant,",None,DC0520: Quelque yvrongne de par le monde,None,24,None,None,None,None,None,None,None,None,None,25,None,None,None,None,None,None,"Jul 16, 2012 6:52 PM",None,None,"Herdman, Jessica",None,Text Overlap,None,None,None,None,None,None,None
,,,,"DC0520.6: Dirent les femmes en riant,",,DC0520: Quelque yvrongne de par le monde,,27,,T,"Displaced, Evaded",,,,G,,,28,,B,,,,,"Jun 23, 2012 6:10 PM",,,"Holscher, Joshua",,None,,,CAD NDLT,,,None,
None,None,None,FI,"DC0520.6: Dirent les femmes en riant,",None,DC0520: Quelque yvrongne de par le monde,None,25,None,None,None,None,None,None,None,None,None,29,None,None,None,S,None,B,"Jun 23, 2012 6:10 PM",None,None,"Holscher, Joshua",None,None,None,None,None,S,None,None,S
None,None,S,None,"DC0520.6: Dirent les femmes en riant,",None,DC0520: Quelque yvrongne de par le monde,None,25,T,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,"Jun 23, 2012 6:09 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
None,None,None,None,"DC0520.6: Dirent les femmes en riant,",None,DC0520: Quelque yvrongne de par le monde,None,24,None,None,None,None,None,None,None,None,None,25,None,None,None,None,None,None,"Jun 23, 2012 6:09 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
,,,FI,"DC0520.5: Gardons nous bien qu’il ne nous pippe,",,DC0520: Quelque yvrongne de par le monde,,20,,,,,,,None,,,24,,,,S,,T,"Jul 16, 2012 6:51 PM",,,"Herdman, Jessica",,None,,,None,S,,None,S
None,None,None,None,"DC0520.5: Gardons nous bien qu’il ne nous pippe,",None,DC0520: Quelque yvrongne de par le monde,None,23,None,None,None,None,None,None,None,None,None,25,None,None,None,None,None,None,"Jun 23, 2012 6:08 PM",None,None,"Holscher, Joshua",None,None,None,None,NoCadence,None,None,None,None
None,None,None,FI,"DC0520.5: Gardons nous bien qu’il ne nous pippe,",None,DC0520: Quelque yvrongne de par le monde,None,20,None,None,None,None,None,None,None,None,None,23,None,None,None,S,None,T,"Jun 23, 2012 6:06 PM",None,None,"Holscher, Joshua",None,None,None,None,None,S,None,None,S
None,None,None,None,"DC0520.4: Il monstroit le bout de sa trippe,",None,DC0520: Quelque yvrongne de par le monde,None,19,None,S,None,None,None,None,G,None,None,20,None,T,None,None,None,None,"Jul 16, 2012 6:50 PM",None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,,S,HR Stagger,"DC0520.4: Il monstroit le bout de sa trippe,",,DC0520: Quelque yvrongne de par le monde,,17,T,,,,Romanesca,,None,,,20,,,,,,,"Jul 16, 2012 6:49 PM",B,,"Herdman, Jessica",,None,T,,None,,,None,
None,None,None,None,"DC0520.4: Il monstroit le bout de sa trippe,",None,DC0520: Quelque yvrongne de par le monde,None,19,None,S,None,None,None,None,G,None,None,20,None,T,None,None,None,None,"Jun 23, 2012 6:06 PM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
None,None,S,HR Stagger,"DC0520.4: Il monstroit le bout de sa trippe,",None,DC0520: Quelque yvrongne de par le monde,None,17,T,None,None,None,Romanesca,None,None,None,None,20,None,None,S,None,None,None,"Jun 23, 2012 6:05 PM",B,None,"Holscher, Joshua",None,None,T,Ct,None,None,None,None,None
None,None,None,None,"DC0520.4: Il monstroit le bout de sa trippe,",None,DC0520: Quelque yvrongne de par le monde,None,17,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,"Jun 23, 2012 6:04 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
,Invertible Counterpoint,,ID,"DC0520.3: Et par le pertuis de la bonde,",B,DC0520: Quelque yvrongne de par le monde,,14,,,,S,,,None,,,17,,,,,T,Ct,"Jul 16, 2012 6:48 PM",,,"Herdman, Jessica",B,None,,,None,S,B,None,S
None,None,None,None,"DC0520.3: Et par le pertuis de la bonde,",None,DC0520: Quelque yvrongne de par le monde,None,3,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,"Jul 16, 2012 6:45 PM",None,None,"Herdman, Jessica",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"DC0520.3: Et par le pertuis de la bonde,",None,DC0520: Quelque yvrongne de par le monde,None,16,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,"Jun 23, 2012 6:04 PM",None,None,"Holscher, Joshua",None,None,None,None,NoCadence,None,None,None,None
None,Invertible Counterpoint,None,ID,"DC0520.3: Et par le pertuis de la bonde,",B,DC0520: Quelque yvrongne de par le monde,None,14,None,None,None,S,None,None,None,None,None,17,None,None,None,None,T,Ct,"Jun 23, 2012 6:04 PM",None,None,"Holscher, Joshua",B,None,None,None,None,S,B,None,S
None,None,None,None,"DC0520.3: Et par le pertuis de la bonde,",None,DC0520: Quelque yvrongne de par le monde,None,14,None,None,None,None,None,None,None,None,None,14,None,None,None,None,None,None,"Jun 23, 2012 6:02 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"DC0520.2: Preschoit un jour dans une pippe,",None,DC0520: Quelque yvrongne de par le monde,None,13,None,S,None,None,None,None,C,None,None,14,None,T,None,None,None,None,"Jul 16, 2012 6:47 PM",None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,"Invertible Counterpoint, Stretto Fuga",,ID,"DC0520.2: Preschoit un jour dans une pippe,",Ct,DC0520: Quelque yvrongne de par le monde,,9,,,,T,,,None,,,12,,,,,S,B,"Jul 16, 2012 6:47 PM",,,"Herdman, Jessica",Ct,None,,,None,T,Ct,None,T
,,,,"DC0520.6: Dirent les femmes en riant,",,DC0520: Quelque yvrongne de par le monde,,28,,Ct,"Displaced, Inverted, Evaded",,,,G,,,29,,S,,,,,"Jun 23, 2012 6:11 PM",,,"Holscher, Joshua",,None,,,Authentic,,,None,
None,None,None,None,"DC0520.2: Preschoit un jour dans une pippe,",None,DC0520: Quelque yvrongne de par le monde,None,13,None,S,None,None,None,None,C,None,None,14,None,T,None,None,None,None,"Jun 23, 2012 6:01 PM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0520.2: Preschoit un jour dans une pippe,",None,DC0520: Quelque yvrongne de par le monde,None,7,None,T,Displaced,None,None,None,C,None,None,8,None,B,None,None,None,None,"Jun 23, 2012 6:01 PM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
,,,NIM,"DC0520.2: Preschoit un jour dans une pippe,",,DC0520: Quelque yvrongne de par le monde,T,9,,,,,,Ct,None,B,S,10,,,,,,,"Jun 23, 2012 6:00 PM",,,"Holscher, Joshua",,None,,,None,,,None,
None,None,S,None,"DC0520.2: Preschoit un jour dans une pippe,",None,DC0520: Quelque yvrongne de par le monde,None,12,T,None,None,None,None,None,None,None,None,12,None,None,None,None,None,None,"Jun 23, 2012 6:00 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
None,None,None,None,"DC0520.2: Preschoit un jour dans une pippe,",None,DC0520: Quelque yvrongne de par le monde,None,11,None,None,None,None,None,None,None,None,None,11,None,None,S,None,None,None,"Jun 23, 2012 5:59 PM",None,None,"Holscher, Joshua",None,None,None,B,None,None,None,None,None
None,None,None,None,"DC0520.2: Preschoit un jour dans une pippe,",None,DC0520: Quelque yvrongne de par le monde,None,5,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,"Jun 23, 2012 5:59 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
ID: the T is also the final voice in the ID from mm 1-3.,Invertible Counterpoint,,ID,"DC0520.1: Quelque yvrongne de par le monde,",,DC0520: Quelque yvrongne de par le monde,,3,,,,B,,,None,,,6,,,,,Ct,T,"Jul 16, 2012 6:44 PM",,,"Herdman, Jessica",B,None,,,None,Ct,S,None,B
,Invertible Counterpoint,,ID,"DC0520.1: Quelque yvrongne de par le monde,",,DC0520: Quelque yvrongne de par le monde,,1,,,,T,,,None,,,4,,,,,T,Ct,"Jul 16, 2012 6:43 PM",,,"Herdman, Jessica",T,None,,,None,,B,None,T
None,None,None,None,"DC0520.1: Quelque yvrongne de par le monde,",None,DC0520: Quelque yvrongne de par le monde,None,4,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,"Jun 23, 2012 5:58 PM",None,None,"Holscher, Joshua",None,None,None,None,NoCadence,None,None,None,None
None,None,None,None,"DC0520.1: Quelque yvrongne de par le monde,",None,DC0520: Quelque yvrongne de par le monde,None,5,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,"Jun 23, 2012 5:58 PM",None,None,"Holscher, Joshua",None,Text Enjambment,None,None,None,None,None,None,None
,Invertible Counterpoint,,ID,"DC0520.1: Quelque yvrongne de par le monde,",,DC0520: Quelque yvrongne de par le monde,,3,,,,B,,,None,,,6,,,,,Ct,T,"Jun 23, 2012 5:58 PM",,,"Holscher, Joshua",B,None,,,None,Ct,S,None,B
,,,ID,"DC0520.1: Quelque yvrongne de par le monde,",,DC0520: Quelque yvrongne de par le monde,,1,,,,T,,,None,,,5,,,,,T,Ct,"Jun 23, 2012 5:57 PM",,,"Holscher, Joshua",T,None,,,None,,B,None,T
None,None,None,None,DC0519.8: Si n’as pitié plustost que tant je souffre.,None,"DC0519: Si je te voy, qui est ce que desire",None,33,None,None,None,None,None,None,None,None,None,41,8,None,None,None,None,None,"Jul 31, 2012 1:23 AM",None,Exact,"Clement, Deanna",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0519.8: Si n’as pitié plustost que tant je souffre.,None,"DC0519: Si je te voy, qui est ce que desire",None,27,None,None,None,None,None,None,None,None,None,32,2,None,None,None,None,None,"Jul 31, 2012 1:23 AM",None,Exact,"Clement, Deanna",None,None,None,None,None,None,None,Da Capo,None
None,None,None,None,DC0519.8: Si n’as pitié plustost que tant je souffre.,None,"DC0519: Si je te voy, qui est ce que desire",None,33,None,None,None,None,None,None,None,None,None,41,8,None,None,None,None,None,"Jul 16, 2012 2:40 PM",None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0519.8: Si n’as pitié plustost que tant je souffre.,None,"DC0519: Si je te voy, qui est ce que desire",None,33,None,None,None,None,None,None,None,None,None,41,2,None,None,None,None,None,"Jul 16, 2012 2:39 PM",None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0519.8: Si n’as pitié plustost que tant je souffre.,None,"DC0519: Si je te voy, qui est ce que desire",None,33,None,None,None,None,None,None,None,None,None,40,8,None,None,None,None,None,"Jun 20, 2012 9:43 AM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0519.8: Si n’as pitié plustost que tant je souffre.,None,"DC0519: Si je te voy, qui est ce que desire",None,33,None,None,None,None,None,None,None,None,None,40,2,None,None,None,None,None,"Jun 20, 2012 9:42 AM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Da Capo,None
None,None,None,None,"DC0519.7: Prendz doncq un glaive, O gente damoyselle,",None,"DC0519: Si je te voy, qui est ce que desire",None,26,None,None,None,None,None,None,None,None,None,32,7,None,None,None,None,None,"Jul 16, 2012 2:39 PM",None,None,"Herdman, Jessica",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,"DC0519.7: Prendz doncq un glaive, O gente damoyselle,",None,"DC0519: Si je te voy, qui est ce que desire",None,26,None,None,None,None,None,None,None,None,None,32,1,None,None,None,None,None,"Jul 16, 2012 2:39 PM",None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0519.7: Prendz doncq un glaive, O gente damoyselle,",None,"DC0519: Si je te voy, qui est ce que desire",None,27,None,None,None,None,None,None,None,None,None,32,7,None,None,None,None,None,"Jul 8, 2012 8:13 PM",None,Exact,"Clement, Deanna",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,"DC0519.7: Prendz doncq un glaive, O gente damoyselle,",None,"DC0519: Si je te voy, qui est ce que desire",None,27,None,None,None,None,None,None,None,None,None,32,1,None,None,None,None,None,"Jul 8, 2012 8:13 PM",None,Exact,"Clement, Deanna",None,None,None,None,None,None,None,Da Capo,None
None,None,None,None,"DC0519.7: Prendz doncq un glaive, O gente damoyselle,",None,"DC0519: Si je te voy, qui est ce que desire",None,27,None,None,None,None,None,None,None,None,None,32,7,None,None,None,None,None,"Jun 20, 2012 9:41 AM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,"DC0519.7: Prendz doncq un glaive, O gente damoyselle,",None,"DC0519: Si je te voy, qui est ce que desire",None,27,None,None,None,None,None,None,None,None,None,32,1,None,None,None,None,None,"Jun 20, 2012 9:41 AM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Da Capo,None
,,,,"DC0519.6: Bruslant en feu plus ardant que n’es soulfre,",,"DC0519: Si je te voy, qui est ce que desire",,24,,Ct,Displaced,,,,C,,,25,,B,,,,,"Jul 31, 2012 1:22 AM",B,,"Clement, Deanna",,None,T,,Authentic,,,None,
None,None,None,None,"DC0519.6: Bruslant en feu plus ardant que n’es soulfre,",None,"DC0519: Si je te voy, qui est ce que desire",None,22,None,None,None,None,None,None,None,None,None,23,None,None,S,None,None,None,"Jul 16, 2012 2:38 PM",B,None,"Herdman, Jessica",None,None,S,Ct,None,None,None,None,None
None,None,None,None,"DC0519.6: Bruslant en feu plus ardant que n’es soulfre,",None,"DC0519: Si je te voy, qui est ce que desire",None,23,None,None,None,None,None,None,None,None,None,24,None,None,T,None,None,None,"Jul 8, 2012 7:10 PM",None,None,"Clement, Deanna",None,None,None,B,None,None,None,None,None
,,,HR Stagger,"DC0519.6: Bruslant en feu plus ardant que n’es soulfre,",,"DC0519: Si je te voy, qui est ce que desire",,21,,,,,,,None,,,24,,,,,,,"Jul 8, 2012 7:09 PM",,,"Clement, Deanna",,None,,,None,,,None,
None,None,None,None,"DC0519.6: Bruslant en feu plus ardant que n’es soulfre,",None,"DC0519: Si je te voy, qui est ce que desire",None,24,None,Ct,Displaced,None,None,None,C,None,None,25,None,B,None,None,None,None,"Jun 20, 2012 9:40 AM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
None,None,None,HR Stagger,"DC0519.6: Bruslant en feu plus ardant que n’es soulfre,",None,"DC0519: Si je te voy, qui est ce que desire",None,21,None,None,None,None,None,None,None,None,None,24,None,None,S,None,None,None,"Jun 20, 2012 9:39 AM",None,None,"Holscher, Joshua",None,None,None,Ct,None,None,None,None,None
,,,ID,"DC0519.5: pour toy, suis en peine immortelle,",T,"DC0519: Si je te voy, qui est ce que desire",,17,,,,Ct,,,None,,,21,,,,,Ct,B,"Aug 1, 2012 10:43 PM",,,"Clement, Deanna",,None,,,None,T,S,None,T
None,None,None,None,"DC0519.5: pour toy, suis en peine immortelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,20,None,None,None,None,None,None,None,None,None,22,None,None,None,None,None,None,"Jul 31, 2012 1:18 AM",None,None,"Clement, Deanna",None,None,None,None,NoCadence,None,None,None,None
None,None,None,None,"DC0519.5: pour toy, suis en peine immortelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,19,None,None,None,None,None,None,C,None,None,20,None,None,None,None,None,None,"Jul 16, 2012 2:37 PM",None,None,"Herdman, Jessica",None,None,None,None,Plagal,None,None,None,None
,,,ID,"DC0519.5: pour toy, suis en peine immortelle,",T,"DC0519: Si je te voy, qui est ce que desire",,17,,,,,,,None,,,20,,,,,Ct,B,"Jul 16, 2012 2:37 PM",,,"Herdman, Jessica",,None,,,None,T,S,None,T
,,,HR Dactyll,"DC0519.5: pour toy, suis en peine immortelle,",,"DC0519: Si je te voy, qui est ce que desire",,15,,,,,,,None,,,16,,,,,,,"Jul 16, 2012 2:35 PM",,,"Herdman, Jessica",,None,,,None,,,None,
None,None,None,None,"DC0519.5: pour toy, suis en peine immortelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,17,None,None,None,None,None,None,None,None,None,18,None,None,Ct,None,None,None,"Jul 8, 2012 7:03 PM",None,None,"Clement, Deanna",None,None,None,B,None,None,None,None,None
,,,ID,"DC0519.5: pour toy, suis en peine immortelle,",T,"DC0519: Si je te voy, qui est ce que desire",,17,,,,,,,None,,,19,,,S,,Ct,B,"Jul 8, 2012 7:03 PM",,,"Clement, Deanna",,None,,T,None,T,S,None,T
,,,HR Simple,"DC0519.5: pour toy, suis en peine immortelle,",,"DC0519: Si je te voy, qui est ce que desire",,15,,,,,,,None,,,17,,,,,,,"Jul 8, 2012 7:01 PM",B,,"Clement, Deanna",,None,T,,None,,,None,
None,None,None,None,"DC0519.5: pour toy, suis en peine immortelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,20,None,None,None,None,None,None,None,None,None,21,None,None,None,None,None,None,"Jun 20, 2012 9:39 AM",None,None,"Holscher, Joshua",None,None,None,None,NoCadence,None,None,None,None
None,None,None,None,"DC0519.5: pour toy, suis en peine immortelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,17,None,None,None,None,None,None,None,None,None,18,None,None,Ct,None,None,None,"Jun 20, 2012 9:38 AM",None,None,"Holscher, Joshua",None,None,None,B,None,None,None,None,None
NIM: occurs @ 5 above.,,,ID,"DC0519.5: pour toy, suis en peine immortelle,",T,"DC0519: Si je te voy, qui est ce que desire",,17,,,,,,,None,,,20,,,S,,Ct,B,"Jun 20, 2012 9:37 AM",,,"Holscher, Joshua",,None,,T,None,T,S,None,T
ACC 5/8: Ct/B,,,HR Dactyll,"DC0519.5: pour toy, suis en peine immortelle,",,"DC0519: Si je te voy, qui est ce que desire",,15,,,,,,,None,,,16,,,,,,,"Jun 20, 2012 9:36 AM",,,"Holscher, Joshua",,None,,,None,,,None,
None,None,None,None,"DC0519.5: pour toy, suis en peine immortelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,14,None,None,None,None,None,None,None,None,None,14,None,None,None,None,None,None,"Jun 20, 2012 9:35 AM",None,None,"Holscher, Joshua",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,DC0519.4: Et n’a plaisir s’il n'oit de toy nouvelle:,None,"DC0519: Si je te voy, qui est ce que desire",None,7,None,None,None,None,None,None,None,None,None,14,2,None,None,None,None,None,"Jul 16, 2012 2:34 PM",None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0519.4: Et n’a plaisir s’il n'oit de toy nouvelle:,None,"DC0519: Si je te voy, qui est ce que desire",None,7,None,None,None,None,None,None,None,None,None,14,2,None,None,None,None,None,"Jul 8, 2012 7:00 PM",None,Exact,"Clement, Deanna",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0519.4: Et n’a plaisir s’il n'oit de toy nouvelle:,None,"DC0519: Si je te voy, qui est ce que desire",None,7,None,None,None,None,None,None,None,None,None,13,2,None,None,None,None,None,"Jun 20, 2012 9:34 AM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0519.3: Si es absente, helas mon coeur souspire,",None,"DC0519: Si je te voy, qui est ce que desire",None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,"Jul 16, 2012 2:34 PM",None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
"All voices pause before a return to the 1st musical section (phrases 1-2), now applied to phrases 3-4.",None,None,None,"DC0519.3: Si es absente, helas mon coeur souspire,",None,"DC0519: Si je te voy, qui est ce que desire",None,13,None,None,None,None,None,None,None,None,None,13,None,None,None,None,None,None,"Jul 16, 2012 2:33 PM",None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0519.3: Si es absente, helas mon coeur souspire,",None,"DC0519: Si je te voy, qui est ce que desire",None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,"Jul 8, 2012 6:59 PM",None,Exact,"Clement, Deanna",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0519.3: Si es absente, helas mon coeur souspire,",None,"DC0519: Si je te voy, qui est ce que desire",None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,"Jun 20, 2012 9:33 AM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Direct Repeat,None
,"Invertible Counterpoint, Stretto Fuga",,PEn,"DC0519.2: Plus fort je sentz que ma flamme estincelle,",,"DC0519: Si je te voy, qui est ce que desire",,9,,,,S,,,None,,,13,,,,,Ct,B,"Jul 31, 2012 1:48 AM",,,"Clement, Deanna",,None,,,None,S,T,None,S
None,None,None,None,"DC0519.2: Plus fort je sentz que ma flamme estincelle,",None,"DC0519: Si je te voy, qui est ce que desire",None,13,None,None,None,None,None,None,None,None,None,15,None,None,None,None,None,None,"Jul 31, 2012 1:15 AM",None,None,"Clement, Deanna",None,Text Pause,None,None,None,None,None,None,None
,"Invertible Counterpoint, Stretto Fuga",,PEn,"DC0519.2: Plus fort je sentz que ma flamme estincelle,",,"DC0519: Si je te voy, qui est ce que desire",,9,,,,S,,,None,,,12,,,,,Ct,B,"Jul 31, 2012 1:13 AM",,,"Clement, Deanna",,None,,,None,S,T,None,S
