comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
None,None,None,None,DC0125.10: Et moy ma fermetÃ© envers tous honorable.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,55,None,None,None,None,None,None,None,None,None,55,None,None,None,None,None,None,8/1/12 13:00,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,DC0125.9: Lors ta legeretÃ© te rendra detestable.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,49,None,None,None,None,None,None,None,None,None,55,1,None,None,None,None,None,8/1/12 13:00,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0125.9: Lors ta legeretÃ© te rendra detestable.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,48,None,None,None,None,None,None,None,None,None,48,None,None,None,None,None,None,8/1/12 13:00,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,DC0125.8: Tu avois estably d'un autre estre amoureuse,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,47,None,S,None,None,None,None,G,None,None,48,None,T,None,None,None,None,8/1/12 12:59,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
mid-phrase pause in all voices.,None,None,None,DC0125.8: Tu avois estably d'un autre estre amoureuse,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,45,None,None,None,None,None,None,None,None,None,45,None,None,None,None,None,None,8/1/12 12:59,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
,,,,DC0125.8: Tu avois estably d'un autre estre amoureuse,,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,,42,,,,,Romanesca,,None,,,46,,,S,,,,8/1/12 12:58,B,,"Herdman, Jessica",,None,T,Ct,None,,,None,
None,None,S,None,DC0125.8: Tu avois estably d'un autre estre amoureuse,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,42,T,None,None,None,None,None,None,None,None,48,None,None,None,None,None,None,8/1/12 12:58,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,None,DC0125.8: Tu avois estably d'un autre estre amoureuse,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,42,None,None,None,None,None,None,None,None,None,42,None,None,None,None,None,None,8/1/12 12:58,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0125.7: Mais si par trop d'oubly d'un' offre tant heureuse,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,41,None,S,None,None,None,None,G,None,None,42,None,T,None,None,None,None,8/1/12 12:57,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,"DC0125.7: Mais si par trop d'oubly d'un' offre tant heureuse,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,37,T,None,None,None,None,None,None,None,None,39,None,None,S,None,None,None,8/1/12 12:56,B,None,"Herdman, Jessica",None,None,T,Ct,None,None,None,None,None
None,None,None,None,"DC0125.7: Mais si par trop d'oubly d'un' offre tant heureuse,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,37,None,None,None,None,None,None,None,None,None,37,None,None,None,None,None,None,8/1/12 12:56,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,DC0125.6: Que toute ta beaultÃ© pourroit estre estimable.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,36,None,S,None,None,None,None,G,None,None,37,None,T,None,None,None,None,8/1/12 12:55,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
mid-phrase all voices pause.,None,None,None,DC0125.6: Que toute ta beaultÃ© pourroit estre estimable.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,40,None,None,None,None,None,None,None,None,None,40,None,None,None,None,None,None,8/1/12 12:55,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,Stretto Fuga,None,NIM,DC0125.6: Que toute ta beaultÃ© pourroit estre estimable.,Ct,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,B,32,None,None,None,None,None,T,None,S,Ct,36,None,None,None,None,None,None,8/1/12 12:54,None,None,"Herdman, Jessica",None,None,None,None,None,Ct,None,None,None
None,None,None,None,DC0125.6: Que toute ta beaultÃ© pourroit estre estimable.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,32,None,None,None,None,None,None,None,None,None,32,None,None,None,None,None,None,8/1/12 12:54,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0125.5: Joinct que ma libertÃ© ne m'est moins aymable,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,31,None,Ct,Displaced,None,None,None,G,None,None,32,None,B,None,None,None,None,8/1/12 12:53,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,Stretto Fuga,,PEn,"DC0125.5: Joinct que ma libertÃ© ne m'est moins aymable,",,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,,29,,,,,,,None,,,32,,,,B,T,S,8/1/12 12:53,,,"Herdman, Jessica",B,None,,,None,,,None,B
None,None,S,None,"DC0125.5: Joinct que ma libertÃ© ne m'est moins aymable,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,27,T,None,None,None,None,None,None,None,None,28,None,None,None,None,None,None,8/1/12 12:52,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,None,None,"DC0125.5: Joinct que ma libertÃ© ne m'est moins aymable,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,26,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,8/1/12 12:52,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,DC0125.4: Que me voir ennuyeux en offrant mon service.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,20,None,None,None,None,None,None,None,None,None,26,1,None,None,None,None,None,8/1/12 12:51,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0125.4: Que me voir ennuyeux en offrant mon service.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,19,None,None,None,None,None,None,None,None,None,19,None,None,None,None,None,None,8/1/12 12:51,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0125.3: Car de moy j'ayme mieulx d'amour quitter l'office,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,18,None,S,None,None,None,None,A,None,None,19,None,T,None,None,None,None,8/1/12 12:50,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
mid-phrase all voices pause.,None,None,None,"DC0125.3: Car de moy j'ayme mieulx d'amour quitter l'office,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,17,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,8/1/12 12:50,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,HR Dactyll,"DC0125.3: Car de moy j'ayme mieulx d'amour quitter l'office,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,15,None,None,None,None,None,None,None,None,None,19,None,None,None,None,None,None,8/1/12 12:50,B,None,"Herdman, Jessica",None,None,S,None,None,None,None,None,None
None,None,None,None,DC0125.2: Ce me sera plaisir que tu ne sois point mienne.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,8,None,None,None,None,None,None,None,None,None,14,1,None,None,None,None,None,8/1/12 12:49,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0125.2: Ce me sera plaisir que tu ne sois point mienne.,None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,7,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,8/1/12 12:48,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0125.1: Si ton plus grand desir n'est sinon d'estre tienne,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,6,None,S,None,None,None,None,G,None,None,7,None,T,None,None,None,None,8/1/12 12:48,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,FI,"DC0125.1: Si ton plus grand desir n'est sinon d'estre tienne,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,3,None,None,None,None,None,None,None,None,None,5,None,None,None,Ct,None,B,8/1/12 12:47,None,None,"Herdman, Jessica",None,None,None,None,None,Ct,None,None,Ct
None,None,None,HR Dance,"DC0125.1: Si ton plus grand desir n'est sinon d'estre tienne,",None,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,None,1,None,None,None,None,None,None,None,None,None,2,None,None,Ct,None,None,None,8/1/12 12:47,B,None,"Herdman, Jessica",None,None,Ct,T,None,None,None,None,None
None,None,None,None,DC0124.10: Le plus de mon desir c'est d'estre toute mienne.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,38,None,None,None,None,None,None,None,None,None,43,4,None,None,None,None,None,8/1/12 12:46,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0124.9: Car je n'ay nul desir du bien qu'il en advienne.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,34,None,None,None,None,None,None,None,None,None,38,3,None,None,None,None,None,8/1/12 12:45,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0124.8: Que d'avoir serviteur qui ne tient loyautÃ©.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,28,None,None,None,None,None,None,None,None,None,32,2,None,None,None,None,None,8/1/12 12:45,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0124.7: Aymant trop mieulx cest heur de garder libertÃ©,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,28,None,None,None,None,None,None,None,None,None,32,1,None,None,None,None,None,8/1/12 12:44,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0124.6: Me sert d'experience Pour n'estre jamais prinse.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,26,None,S,None,None,None,None,G,None,None,27,None,T,None,None,None,None,8/1/12 12:44,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0124.6: Me sert d'experience Pour n'estre jamais prinse.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,24,None,Ct,"Displaced, Inverted",None,None,None,G,None,None,25,None,S,None,None,None,None,8/1/12 12:43,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0124.6: Me sert d'experience Pour n'estre jamais prinse.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,25,None,None,None,None,None,None,None,None,None,25,None,None,S,None,None,None,8/1/12 12:42,None,None,"Herdman, Jessica",None,None,None,Ct,None,None,None,None,None
None,None,None,None,DC0124.6: Me sert d'experience Pour n'estre jamais prinse.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,23,None,None,None,None,None,None,None,None,None,23,None,None,None,None,None,None,8/1/12 12:42,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,None,HR Simple,DC0124.6: Me sert d'experience Pour n'estre jamais prinse.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,23,None,None,None,None,None,None,None,None,None,24,None,None,None,None,None,None,8/1/12 12:42,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
"Doubtful cadence: T to G-E-G, no 7>8.",,,,"DC0124.5: Mais ceste cognoissance du bien de ma franchise,",,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,,22,,Ct,"Displaced, Incomplete",,,,G,,,23,,B,,,,,8/1/12 12:41,,,"Herdman, Jessica",,None,,,Authentic,,,None,
None,None,S,None,"DC0124.5: Mais ceste cognoissance du bien de ma franchise,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,19,T,None,None,None,None,None,None,None,None,22,None,None,None,None,None,None,8/1/12 12:40,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,None,None,"DC0124.5: Mais ceste cognoissance du bien de ma franchise,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,17,None,None,None,None,None,None,None,None,None,18,None,None,S,None,None,None,8/1/12 12:40,None,None,"Herdman, Jessica",None,None,None,B,None,None,None,None,None
None,None,None,HR Dance,"DC0124.5: Mais ceste cognoissance du bien de ma franchise,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,17,None,None,None,None,None,None,None,None,None,22,None,None,None,None,None,None,8/1/12 12:40,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,None,DC0124.4: En plus haut lieu qu'au mien pourroit bien trouver place.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,15,None,S,None,None,None,None,G,None,None,16,None,T,None,None,None,None,8/1/12 12:39,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,DC0124.4: En plus haut lieu qu'au mien pourroit bien trouver place.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,11,T,None,None,None,None,None,None,None,None,12,None,None,None,None,None,None,8/1/12 12:39,B,None,"Herdman, Jessica",None,None,S,None,None,None,None,None,None
None,None,None,HR Dactyll,DC0124.4: En plus haut lieu qu'au mien pourroit bien trouver place.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,11,None,None,None,None,None,None,None,None,None,11,None,None,None,None,None,None,8/1/12 12:38,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,None,"DC0124.3: Dont l'honneste maintien d'une si bonne grace,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,9,None,S,None,None,None,None,A,None,None,10,None,T,None,None,None,None,8/1/12 12:38,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0124.3: Dont l'honneste maintien d'une si bonne grace,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,8,None,None,None,None,None,None,None,None,None,10,None,None,Ct,None,None,None,8/1/12 12:38,B,None,"Herdman, Jessica",None,None,Ct,T,None,None,None,None,None
None,None,None,HR Dactyll,"DC0124.3: Dont l'honneste maintien d'une si bonne grace,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,7,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,8/1/12 12:37,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,None,DC0124.2: D'une perfection pour me vouloir surprendre.,None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,8/1/12 12:37,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0124.1: Je sens l' affection qui Ã  moy se vient rendre,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,5,None,S,None,None,None,None,G,None,None,6,None,T,None,None,None,None,8/1/12 12:37,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,"DC0124.1: Je sens l' affection qui Ã  moy se vient rendre,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,4,T,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,8/1/12 12:36,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,S,None,"DC0124.1: Je sens l' affection qui Ã  moy se vient rendre,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,1,T,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,8/1/12 12:36,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,HR Dactyll,"DC0124.1: Je sens l' affection qui Ã  moy se vient rendre,",None,DC0124: Je sens l'affection/ Qui Ã  moy se vient rendre,None,1,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,8/1/12 12:35,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
"Text representation: repeat of the phrase ""vous serez trop"" in pattering throughout all voices for both iterations of phrase 9.",None,None,None,DC0123.9: Las messire Jehan vous serrez trop.,None,DC0123: Puisque fortune mal apprinse,None,29,None,None,None,None,None,None,None,None,None,34,9,None,None,None,None,None,8/1/12 12:35,None,Exact,"Herdman, Jessica",None,Text Representation,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0123.9: Las messire Jehan vous serrez trop.,None,DC0123: Puisque fortune mal apprinse,None,28,None,S,None,None,None,None,F,None,None,29,None,T,None,None,None,None,8/1/12 12:34,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,,,NIM,DC0123.9: Las messire Jehan vous serrez trop.,,DC0123: Puisque fortune mal apprinse,T,27,,,,,,B,None,Ct,S,29,,,,,,,8/1/12 12:33,,,"Herdman, Jessica",,None,,,None,,,None,
Also PEn stacked.,,,PEn Tonal,DC0123.9: Las messire Jehan vous serrez trop.,T,DC0123: Puisque fortune mal apprinse,,23,,,,,,,None,,,25,,,,,Ct,B,8/1/12 12:32,,,"Herdman, Jessica",,None,,,None,T,S,None,T
None,None,None,FI,DC0123.9: Las messire Jehan vous serrez trop.,B,DC0123: Puisque fortune mal apprinse,None,26,None,None,None,None,None,None,None,None,None,27,None,None,None,None,None,T,8/1/12 12:32,None,None,"Herdman, Jessica",B,None,None,None,None,None,None,None,B
None,None,None,None,DC0123.9: Las messire Jehan vous serrez trop.,None,DC0123: Puisque fortune mal apprinse,None,25,None,None,None,None,None,None,None,None,None,26,None,None,S,None,None,None,8/1/12 12:31,None,None,"Herdman, Jessica",None,None,None,B,None,None,None,None,None
,Invertible Counterpoint,,ID,DC0123.9: Las messire Jehan vous serrez trop.,B,DC0123: Puisque fortune mal apprinse,,21,,,,,,,None,,,23,,,,,Ct,T,8/1/12 12:31,,,"Herdman, Jessica",B,None,,,None,,S,None,B
,,,NIM,DC0123.9: Las messire Jehan vous serrez trop.,,DC0123: Puisque fortune mal apprinse,S,18,,,,,,T,None,Ct,B,21,,,,,,,8/1/12 12:30,,,"Herdman, Jessica",,None,,,None,,,None,
None,None,None,None,"DC0123.8: Et sans compas,",None,DC0123: Puisque fortune mal apprinse,None,14,None,None,None,None,None,None,None,None,None,16,None,None,None,None,None,None,8/1/12 12:28,None,None,"Herdman, Jessica",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,DC0123.7: Criant par trop,None,DC0123: Puisque fortune mal apprinse,None,17,None,S,None,None,None,None,C,None,None,18,None,T,None,None,None,None,8/1/12 12:28,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,Stretto Fuga,,PEn,DC0123.7: Criant par trop,B,DC0123: Puisque fortune mal apprinse,,14,,,,,,,None,,,16,,,,,Ct,S,8/1/12 12:28,,,"Herdman, Jessica",B,None,,,None,,,None,B
"Ct E-D-F, no direct 7>8.  AVoids tritone with Tenor.",,,,"DC0123.8: Et sans compas,",,DC0123: Puisque fortune mal apprinse,,13,,Ct,,,,,F,,,13,,B,,,,,8/1/12 12:27,,,"Herdman, Jessica",,None,,,CAD NDLT,,,None,
None,None,None,None,DC0123.6: Tournant le pas,None,DC0123: Puisque fortune mal apprinse,None,6,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,8/1/12 12:26,None,None,"Herdman, Jessica",None,Text Overlap,None,None,None,None,None,None,None
,,,HR Stagger,DC0123.5: Allant le trot,,DC0123: Puisque fortune mal apprinse,,10,,,,,,,None,,,13,,,S,,,,8/1/12 12:25,B,,"Herdman, Jessica",,None,S,Ct,None,,,None,
None,None,None,None,DC0123.4: Car j'ay estÃ© deschevillÃ©e.,None,DC0123: Puisque fortune mal apprinse,None,5,None,None,None,None,None,None,None,None,None,9,2,None,None,None,None,None,8/1/12 12:25,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0123.3: Jamais je n'iray Ã  l'eglise,",None,DC0123: Puisque fortune mal apprinse,None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,8/1/12 12:24,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0123.2: A mis sur moy sa destinÃ©e,",None,DC0123: Puisque fortune mal apprinse,None,8,None,S,None,None,None,None,F,None,None,9,None,T,None,None,None,None,8/1/12 12:24,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0123.2: A mis sur moy sa destinÃ©e,",None,DC0123: Puisque fortune mal apprinse,None,7,None,None,None,None,None,None,None,None,None,7,None,None,S,None,None,None,8/1/12 12:23,B,None,"Herdman, Jessica",None,None,T,B,None,None,None,None,None
,,,,DC0123.1: Puisque fortune mal apprinse,,DC0123: Puisque fortune mal apprinse,,5,,S,Displaced,,,,A,,,6,,B,,,,,8/1/12 12:22,,,"Herdman, Jessica",,None,,,Phrygian,,,None,
None,None,None,None,DC0123.1: Puisque fortune mal apprinse,None,DC0123: Puisque fortune mal apprinse,None,4,None,None,None,None,None,None,None,None,None,5,None,None,S,None,None,None,8/1/12 12:22,B,None,"Herdman, Jessica",None,None,T,B,None,None,None,None,None
,,,NIM,DC0123.1: Puisque fortune mal apprinse,,DC0123: Puisque fortune mal apprinse,T,1,,,,,,B,None,Ct,S,3,,,,,,,8/1/12 12:21,,,"Herdman, Jessica",,None,,,None,,,None,
,,,ID,DC0123.1: Puisque fortune mal apprinse,T,DC0123: Puisque fortune mal apprinse,,1,,,,,,,None,,,3,,,,,S,Ct,8/1/12 12:21,,,"Herdman, Jessica",T,None,,,None,,B,None,T
None,None,None,None,DC0122.12: Et par despit la mort prendra la fuyte.,None,DC0122: Amour et mort par trop grand avantage,None,58,None,S,None,None,None,None,F,None,None,59,None,T,None,None,None,None,8/1/12 12:19,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0122.12: Et par despit la mort prendra la fuyte.,None,DC0122: Amour et mort par trop grand avantage,None,53,None,None,None,None,None,None,None,None,None,59,12,None,None,None,None,None,8/1/12 12:18,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0122.12: Et par despit la mort prendra la fuyte.,None,DC0122: Amour et mort par trop grand avantage,None,51,None,None,None,None,None,None,None,None,None,52,None,None,T,None,None,None,8/1/12 12:18,None,None,"Herdman, Jessica",None,None,None,B,None,None,None,None,None
None,None,None,None,DC0122.12: Et par despit la mort prendra la fuyte.,None,DC0122: Amour et mort par trop grand avantage,None,47,None,None,None,None,None,None,None,None,None,47,None,None,None,None,None,None,8/1/12 12:17,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
,,,,DC0122.11: L'amour fera noz deux espritz contens.,,DC0122: Amour et mort par trop grand avantage,,46,,Ct,Displaced,,,,C,,,47,,B,,,,,8/1/12 12:17,,,"Herdman, Jessica",,None,,,CAD NDLT,,,None,
None,None,None,None,DC0122.11: L'amour fera noz deux espritz contens.,None,DC0122: Amour et mort par trop grand avantage,None,44,None,None,None,None,None,None,None,None,None,47,None,None,None,None,None,None,8/1/12 12:17,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,Ct,HR Simple,DC0122.11: L'amour fera noz deux espritz contens.,None,DC0122: Amour et mort par trop grand avantage,None,44,T,None,None,None,None,None,None,None,None,45,None,None,None,None,None,None,8/1/12 12:16,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
,,,,"DC0122.10: M'ottroyer part digne de la poursuyte,",,DC0122: Amour et mort par trop grand avantage,,42,,S,,,,,A,,,43,,T,,,,,8/1/12 12:16,,,"Herdman, Jessica",,None,,,Phrygian,,,None,
,,,,"DC0122.10: M'ottroyer part digne de la poursuyte,",,DC0122: Amour et mort par trop grand avantage,,39,,,,,Romanesca,,None,,,43,,,,,,,8/1/12 12:15,B,,"Herdman, Jessica",,None,T,,None,,,None,
None,None,S,HR Simple,"DC0122.10: M'ottroyer part digne de la poursuyte,",None,DC0122: Amour et mort par trop grand avantage,None,41,T,None,None,None,None,None,None,None,None,43,None,None,None,None,None,None,8/1/12 12:15,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
,,,,DC0122.9: Mais si voulez du bien que je pretens,,DC0122: Amour et mort par trop grand avantage,,38,,Ct,"Displaced, Evaded",,,,G,,,39,,T,,,,,8/1/12 12:14,,,"Herdman, Jessica",,None,,,Authentic,,,None,
,Stretto Fuga,,PEn,DC0122.9: Mais si voulez du bien que je pretens,,DC0122: Amour et mort par trop grand avantage,,36,,,,,,,None,,,38,,,,T,B,S,8/1/12 12:14,,,"Herdman, Jessica",T,None,,,None,,,None,T
None,None,None,None,DC0122.9: Mais si voulez du bien que je pretens,None,DC0122: Amour et mort par trop grand avantage,None,34,None,None,None,None,None,None,None,None,None,35,None,None,Ct,None,None,None,8/1/12 12:13,B,None,"Herdman, Jessica",None,None,Ct,T,None,None,None,None,None
None,None,None,None,DC0122.9: Mais si voulez du bien que je pretens,None,DC0122: Amour et mort par trop grand avantage,None,34,None,None,None,None,None,None,None,None,None,34,None,None,None,None,None,None,8/1/12 12:13,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0122.8: A l'un tousjours, Ã  l'autre pour un temps",None,DC0122: Amour et mort par trop grand avantage,None,33,None,S,None,None,None,None,F,None,None,34,None,T,None,None,None,None,8/1/12 12:12,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,FI,"DC0122.8: A l'un tousjours, Ã  l'autre pour un temps",B,DC0122: Amour et mort par trop grand avantage,None,31,None,None,None,None,None,None,None,None,None,34,None,None,None,None,None,S,8/1/12 12:12,None,None,"Herdman, Jessica",B,None,None,None,None,None,None,None,B
,,,FI,"DC0122.8: A l'un tousjours, Ã  l'autre pour un temps",,DC0122: Amour et mort par trop grand avantage,,26,,,,,,,None,,,30,,,,T,,B,8/1/12 12:11,,,"Herdman, Jessica",,None,,,None,T,,None,T
,,,,DC0122.7: Vous leur povez commander de cesser,,DC0122: Amour et mort par trop grand avantage,,26,,S,"Displaced, Evaded",,,,C,,,27,,Ct,,,,,8/1/12 12:10,,,"Herdman, Jessica",,None,,,Authentic,,,None,
PEn motive in T (from mm 21-24).,None,None,None,DC0122.7: Vous leur povez commander de cesser,None,DC0122: Amour et mort par trop grand avantage,None,24,None,None,None,None,None,None,None,None,None,25,None,None,S,None,None,None,8/1/12 12:10,None,None,"Herdman, Jessica",None,None,None,B,None,None,None,None,None
,Stretto Fuga,,PEn,DC0122.7: Vous leur povez commander de cesser,B,DC0122: Amour et mort par trop grand avantage,,21,,,,,,,None,,,24,,,,,Ct,S,8/1/12 12:09,,,"Herdman, Jessica",B,None,,,None,,,None,B
